date_day,service,service_label,day_type,is_holiday,holiday_name,trips,revenue,distance_mi,duration_s,tipped_trips,tip_observable_trips,tip_observable_tip,tip_observable_fare,trend,seasonal,resid
2021-07-01,fhvhv,High Volume For Hire Vehicle,weekday,false,,62326,1982640.0599999994,277336.85999999935,89163983.0,16040,62326,78734.91999999978,1621661.320000005,61605.50430124819,817.0927560405115,-96.59705728870176
2021-07-01,green,Green Boro Taxi,weekday,false,,166,5443.22,541.9599999999995,171723.0,108,119,690.4099999999999,3201.5499999999984,148.08594763339755,14.704983827339657,3.209068539262802
2021-07-01,yellow,Yellow Medallion Taxi,weekday,false,,9814,286211.6500000011,23758.83000000001,7652251.0,6311,6829,29551.369999999937,145673.41000000015,9555.734783594784,294.8113999066267,-36.54618350141027
2021-07-02,fhvhv,High Volume For Hire Vehicle,weekday,false,,70421,2244277.7699999893,313867.15000000014,100787364.0,18323,70421,90624.37999999995,1833650.1199999894,61570.89377617335,8694.900573369265,155.20565045739204
2021-07-02,green,Green Boro Taxi,weekday,false,,179,5713.379999999998,548.1199999999999,181450.0,117,127,730.5099999999995,3340.0800000000004,151.2093845449049,27.571344161220324,0.21927129387475475
2021-07-02,yellow,Yellow Medallion Taxi,weekday,false,,11145,329903.6900000003,27326.400000000078,8805098.0,7156,7757,34384.61999999996,168619.97000000006,9559.228885117935,1534.2296794824472,51.54143539961842
2021-07-03,fhvhv,High Volume For Hire Vehicle,weekend,false,,75279,2296469.069999993,336615.4899999982,97742053.0,19601,75279,92819.5700000003,1872263.9799999897,61537.862296527055,13670.821917766718,70.31578570622514
2021-07-03,green,Green Boro Taxi,weekend,false,,200,5994.440000000001,619.2500000000003,187079.0,128,140,655.4700000000004,3209.1,154.31971137885992,51.01918926955123,-5.3389006484111405
2021-07-03,yellow,Yellow Medallion Taxi,weekend,false,,11870,339682.50000000047,29267.12999999997,8604909.0,7619,8273,35194.30000000002,173063.5099999997,9562.772145797919,2319.8785900052726,-12.6507358031904
2021-07-04,fhvhv,High Volume For Hire Vehicle,weekend,true,Independence Day,34136,1045618.3000000012,153199.7799999994,44530456.0,8911,34136,42845.060000000056,851944.810000001,61506.82466548276,-5390.86744418038,-21979.95722130238
2021-07-04,green,Green Boro Taxi,weekend,true,Independence Day,113,3665.2099999999996,399.1400000000001,113277.0,72,79,384.00000000000006,1963.6600000000005,157.3893423485549,-42.407839864554234,-1.9815024840006572
2021-07-04,yellow,Yellow Medallion Taxi,weekend,true,Independence Day,5507,156444.71000000017,13538.549999999996,3951002.0,3576,3875,16331.639999999996,80101.89999999994,9566.430927084552,-1267.012651423337,-2792.4182756612145
2021-07-05,fhvhv,High Volume For Hire Vehicle,weekday,true,Independence Day (observed),32786,1048108.4399999988,146795.27999999968,47172193.0,8445,32786,41813.119999999995,857213.5199999977,61477.63754343935,-8241.8654715433,-20449.772071896048
2021-07-05,green,Green Boro Taxi,weekday,true,Independence Day (observed),88,2753.19,264.11999999999995,88306.0,58,65,330.42,1551.9800000000002,160.40287249498382,-26.685692816539504,-45.717179678444325
2021-07-05,yellow,Yellow Medallion Taxi,weekday,true,Independence Day (observed),5033,150459.29000000015,12601.570000000007,4032948.0,3210,3491,15545.36000000001,75736.72000000013,9570.263613260819,-1445.9945417981276,-3091.2690714626915
2021-07-06,fhvhv,High Volume For Hire Vehicle,weekday,false,,54957,1751341.8699999943,245019.1299999997,78554462.0,14362,54957,71622.35000000003,1430229.2400000012,61449.277428508845,-6332.078898238437,-160.19853027040517
2021-07-06,green,Green Boro Taxi,weekday,false,,159,4896.740000000001,478.38,160260.0,94,107,525.8100000000001,2748.9800000000005,163.36348230677842,-8.01269496632148,3.6492126595430534
2021-07-06,yellow,Yellow Medallion Taxi,weekday,false,,8584,254146.86000000034,21141.78,6826733.0,5551,5964,26729.980000000014,128854.08999999997,9574.321755191675,-1009.3995175477503,19.077762356075255
2021-07-07,fhvhv,High Volume For Hire Vehicle,weekday,false,,58063,1866178.6799999909,261707.27000000153,83909930.0,15094,58063,74943.59000000011,1524756.2999999975,61417.572557275285,-3317.540654026252,-37.031903249036986
2021-07-07,green,Green Boro Taxi,weekday,false,,153,4548.4800000000005,461.81000000000023,140953.0,93,101,485.6000000000002,2533.4299999999994,166.31960321447633,-14.030346695481644,0.7107434810053235
2021-07-07,yellow,Yellow Medallion Taxi,weekday,false,,9137,272747.81999999966,22687.379999999972,7265589.0,5931,6384,29009.15,140970.1500000001,9578.511112972677,-435.7516657043965,-5.759447268281292
2021-07-08,fhvhv,High Volume For Hire Vehicle,weekday,false,,62330,1986214.9399999995,277681.120000001,89128421.0,16187,62330,80630.51999999999,1622021.3699999955,61371.98254828121,885.9707989450662,72.0466527737226
2021-07-08,green,Green Boro Taxi,weekday,false,,177,5857.060000000001,578.37,187594.0,114,128,713.96,3490.8499999999995,169.47742807653597,11.743338474357763,-4.220766550893728
2021-07-08,yellow,Yellow Medallion Taxi,weekday,false,,9867,290034.74000000046,24007.95000000002,7706884.0,6323,6814,29670.9,146177.27999999997,9581.86061462468,276.96542951924175,8.173955856078464
2021-07-09,fhvhv,High Volume For Hire Vehicle,weekday,false,,70031,2227667.1100000017,311284.1200000001,99884210.0,18193,70031,90456.6100000002,1818768.2300000067,61371.27487134038,8859.506792377884,-199.78166371826228
2021-07-09,green,Green Boro Taxi,weekday,false,,203,6316.060000000001,635.0600000000002,195355.0,122,138,726.7899999999998,3636.9599999999996,171.66108926791117,24.70542564429881,6.633485087790035
2021-07-09,yellow,Yellow Medallion Taxi,weekday,false,,10943,320156.74999999977,26558.029999999984,8518252.0,7026,7620,32958.30999999997,162535.26000000015,9591.75675965007,1515.4861350838069,-164.24289473387762
2021-07-10,fhvhv,High Volume For Hire Vehicle,weekend,false,,75064,2284289.2299999907,334073.96999999834,97370029.0,19594,75064,91581.61999999988,1863047.3299999987,61396.868504142054,13771.92101335304,-104.78951749509724
2021-07-10,green,Green Boro Taxi,weekend,false,,239,7665.4,816.4100000000002,232008.0,162,177,924.4799999999994,4364.150000000001,173.1204432518838,51.81191354072441,14.067643207391768
2021-07-10,yellow,Yellow Medallion Taxi,weekend,false,,12166,343596.8499999999,29805.46999999994,8699682.0,7794,8457,35546.51000000001,175762.2999999997,9604.67735248701,2317.2637735528165,244.0588739601735
2021-07-11,fhvhv,High Volume For Hire Vehicle,weekend,false,,55853,1699851.5299999942,249256.41999999958,72323730.0,14598,55853,68312.16999999984,1386409.9999999967,61424.97837624796,-5639.057256976772,67.07888072881178
2021-07-11,green,Green Boro Taxi,weekend,false,,140,4548.63,487.95999999999975,138211.0,92,100,524.14,2681.9100000000008,174.0104848924369,-36.33887454907731,2.328389656640411
2021-07-11,yellow,Yellow Medallion Taxi,weekend,false,,8768,247185.4099999994,21370.30000000001,6201169.0,5656,6116,25706.95000000004,126018.76999999981,9617.982536184078,-1178.4582818129722,328.4757456288953
2021-07-12,fhvhv,High Volume For Hire Vehicle,weekday,false,,53063,1696013.4099999978,237268.6700000005,76192922.0,13805,53063,69385.35999999981,1385384.0400000047,61447.83420450724,-8338.802693499058,-46.0315110081865
2021-07-12,green,Green Boro Taxi,weekday,false,,145,4714.770000000002,455.00999999999976,152397.0,102,113,596.0500000000001,3221.040000000001,174.6197680733379,-28.074823244857136,-1.5449448284807659
2021-07-12,yellow,Yellow Medallion Taxi,weekday,false,,8209,238179.37000000014,19670.840000000033,6344061.0,5248,5687,24267.100000000006,120225.28999999988,9630.896842681157,-1429.660492166524,7.763649485366841
2021-07-13,fhvhv,High Volume For Hire Vehicle,weekday,false,,55248,1774028.810000002,248569.39000000033,79933833.0,14262,55248,70654.49000000002,1450799.4300000016,61466.879002698675,-6328.0407383629345,109.16173566426005
2021-07-13,green,Green Boro Taxi,weekday,false,,156,4884.809999999998,478.88999999999993,156288.0,98,107,499.6899999999999,2475.020000000001,174.89331634983043,-9.722351820768244,-9.17096452906219
2021-07-13,yellow,Yellow Medallion Taxi,weekday,false,,8561,250398.4199999998,20897.590000000015,6692656.0,5476,5905,25532.48000000001,126877.97000000006,9645.483968910534,-1028.2099387902158,-56.27403012031755
2021-07-14,fhvhv,High Volume For Hire Vehicle,weekday,false,,58245,1862117.6899999925,260305.25,83792338.0,15216,58245,75344.92000000007,1521844.6500000027,61487.85010136461,-3318.6630789583814,75.81297759377048
2021-07-14,green,Green Boro Taxi,weekday,false,,191,6024.169999999997,592.7000000000002,190373.0,118,127,711.29,3367.130000000002,174.8531491831326,-12.308741544674643,28.455592361542045
2021-07-14,yellow,Yellow Medallion Taxi,weekday,false,,9236,270881.1,22402.090000000015,7197856.0,5845,6341,27600.34999999998,135818.08000000007,9662.843893495257,-478.53084869546507,51.686955200208104
2021-07-15,fhvhv,High Volume For Hire Vehicle,weekday,false,,62543,1996418.9400000016,279293.46999999863,89781698.0,16241,62543,80512.67000000004,1631976.030000005,61511.929414318285,953.4044117441102,77.6661739376068
2021-07-15,green,Green Boro Taxi,weekday,false,,190,5713.090000000001,556.0500000000001,181896.0,117,128,626.8600000000004,3041.7999999999993,174.90889450344991,8.986385245756352,6.104720250793719
2021-07-15,yellow,Yellow Medallion Taxi,weekday,false,,9979,294003.4100000009,24494.769999999997,7842142.0,6421,6951,30822.079999999958,151256.12000000005,9679.966065242517,254.87522899348753,44.158705763995385
2021-07-16,fhvhv,High Volume For Hire Vehicle,weekday,false,,70537,2257893.6199999973,316231.7799999997,101481162.0,18311,70537,91209.62000000001,1844965.6800000109,61533.2954195395,9036.881342987308,-33.17676252681122
